Tag,Normalized,Count,Status,Variants
"craft community","craft community",1,"other",""
"weekly trivia","weekly trivia",1,"other",""
"tween","tween",1,"other",""
"social mixer","social mixer",1,"other",""
"startup support","startup support",1,"other",""
"rock and soul","rock and soul",1,"other",""
"dating workshop","dating workshop",1,"other",""
"online dating","online dating",1,"other",""
"first-date ideas","first date ideas",1,"other",""
"whole foods","whole foods",1,"other",""
"sip-and-sketch","sip and sketch",1,"other",""
"café-social","café social",1,"other",""
"communal singing","communal singing",1,"other",""
"movement","movement",1,"other",""
"asheville rad","asheville rad",1,"other",""
"alcohol-recovery","alcohol recovery",1,"other",""
"rotating-rooms","rotating rooms",1,"other",""
"guided visualization","guided visualization",1,"other",""
"morning-sessions","morning sessions",1,"other",""
"intentional creativity","intentional creativity",1,"other",""
"transformational workshop","transformational workshop",1,"other",""
"multi-day","multi day",1,"other",""
"self-discovery","self discovery",1,"other",""
"lesbian-led","lesbian led",1,"other",""
"electronic-folk","electronic folk",1,"other",""
"science-fiction","science fiction",1,"other",""
"intimate-theater","intimate theater",1,"other",""
"motown","motown",1,"other",""
"legendary-bassist","legendary bassist",1,"other",""
"spiritual-vibes","spiritual vibes",1,"other",""
"community showcase","community showcase",1,"other",""
"salsa dancing","salsa dancing",1,"other",""
"unique venue","unique venue",1,"other",""
"host-billy","host billy",1,"other",""
"zoom","zoom",1,"other",""
"unguided 40-minute sit","unguided 40 minute sit",1,"other",""
"group practice","group practice",1,"other",""
"legacy act","legacy act",1,"other",""
"limited-hours","limited hours",1,"other",""
"holiday-hours","holiday hours",1,"other",""
"pack-square","pack square",1,"other",""
"retro finds","retro finds",1,"other",""
"phish-watch-party","phish watch party",1,"other",""
"projection-mapping","projection mapping",1,"other",""
"jam-band-fans","jam band fans",1,"other",""
"literary illustrations","literary illustrations",1,"other",""
"ages-16-plus","ages 16 plus",1,"other",""
"southern appalachian cuisine","southern appalachian cuisine",1,"other",""
"headliner","headliner",1,"other",""
"national touring comic","national touring comic",1,"other",""
"nye show","nye show",1,"other",""
"all-women band","all women band",1,"other",""
"dj duo","dj duo",1,"other",""
"throwbacks","throwbacks",1,"other",""
"disco","disco",1,"other",""
"crystal bowls","crystal bowls",1,"other",""
"jazz organ","jazz organ",1,"other",""
"hammond b3","hammond b3",1,"other",""
"small club","small club",1,"other",""
"alcohol served","alcohol served",1,"other",""
"short sets","short sets",1,"other",""
"teens 13-17","teens 13 17",1,"other",""
"vintage jazz","vintage jazz",1,"other",""
"dreamy harmonies","dreamy harmonies",1,"other",""
"slow-dance friendly","slow dance friendly",1,"other",""
"forest-inspired","forest inspired",1,"other",""
"ragtime","ragtime",1,"other",""
"independent band","independent band",1,"other",""
"live music venue","live music venue",1,"other",""
"manifesting","manifesting",1,"other",""
"intentional living","intentional living",1,"other",""
"online-zoom","online zoom",1,"other",""
"40-minute unguided sit","40 minute unguided sit",1,"other",""
"meetup group","meetup group",1,"other",""
"pool tables","pool tables",1,"other",""
"drinks and food","drinks and food",1,"other",""
"club-party","club party",1,"other",""
"weekly club","weekly club",1,"other",""
"surreal comedy","surreal comedy",1,"other",""
"female comedian","female comedian",1,"other",""
"queer focused","queer focused",1,"other",""
"tuesday event","tuesday event",1,"other",""
"community-run","community run",1,"other",""
"craft-nights","craft nights",1,"other",""
"award-winning-beer","award winning beer",1,"other",""
"history","history",1,"other",""
"historian-led","historian led",1,"other",""
"coffee shop meetup","coffee shop meetup",1,"other",""
"well-known venue","well known venue",1,"other",""
"kanban","kanban",1,"other",""
"weekly-friday","weekly friday",1,"other",""
"indie artist","indie artist",1,"other",""
"city government","city government",1,"other",""
"municipal policy","municipal policy",1,"other",""
"city hall","city hall",1,"other",""
"dmaic","dmaic",1,"other",""
"certification bootcamp","certification bootcamp",1,"other",""
"all experience levels","all experience levels",1,"other",""
"weekend-intensive","weekend intensive",1,"other",""
"community-meditation","community meditation",1,"other",""
"sci-fi and horror","sci fi and horror",1,"other",""
"themed-series","themed series",1,"other",""
"community-curated","community curated",1,"other",""
"dungeons & dragons","dungeons & dragons",1,"other",""
"tweens","tweens",1,"other",""
"low-key activities","low key activities",1,"other",""
"performance showcase","performance showcase",1,"other",""
"sunday music","sunday music",1,"other",""
"self-discovery workshop","self discovery workshop",1,"other",""
"materials fee","materials fee",1,"other",""
"didgeridoo","didgeridoo",1,"other",""
"creativity focus","creativity focus",1,"other",""
"story parlor venue","story parlor venue",1,"other",""
"anti-burnout","anti burnout",1,"other",""
"12 step support","12 step support",1,"other",""
"secret-lineup","secret lineup",1,"other",""
"quarterly series","quarterly series",1,"other",""
"35 contact hours","35 contact hours",1,"other",""
"food available","food available",1,"other",""
"crystal exhibit","crystal exhibit",1,"other",""
"facilitated wave format","facilitated wave format",1,"other",""
"urban scavenger hunt","urban scavenger hunt",1,"other",""
"interactive clues","interactive clues",1,"other",""
"brewery-beer-garden","brewery beer garden",1,"other",""
"zombie-themed","zombie themed",1,"other",""
"interactive app","interactive app",1,"other",""
"coffee and conversation","coffee and conversation",1,"other",""
"country covers","country covers",1,"other",""
"regional favorite","regional favorite",1,"other",""
"best-worst-theme","best worst theme",1,"other",""
"life coaching","life coaching",1,"other",""
"decision-making","decision making",1,"other",""
"confidence building","confidence building",1,"other",""
"hotel workshop","hotel workshop",1,"other",""
"trail riding","trail riding",1,"other",""
"horseback","horseback",1,"other",""
"guided rides","guided rides",1,"other",""
"scenic trails","scenic trails",1,"other",""
"evening networking","evening networking",1,"other",""
"2000s hits","2000s hits",1,"other",""
"cocktail lounge","cocktail lounge",1,"other",""
"indigenous perspectives","indigenous perspectives",1,"other",""
"weekend-only","weekend only",1,"other",""
"referral-marketing","referral marketing",1,"other",""
"small-business-friendly","small business friendly",1,"other",""
"write-in","write in",1,"other",""
"facilitated-conversation","facilitated conversation",1,"other",""
"real estate agents","real estate agents",1,"other",""
"marketing workshop","marketing workshop",1,"other",""
"business branding","business branding",1,"other",""
"pub atmosphere","pub atmosphere",1,"other",""
"aromatherapy","aromatherapy",1,"other",""
"local songwriters","local songwriters",1,"other",""
"monthly-show","monthly show",1,"other",""
"noble-cider-taproom","noble cider taproom",1,"other",""
"feature-jason-reel","feature jason reel",1,"other",""
"dog-friendly bar","dog friendly bar",1,"other",""
"hosts-j-vix-exodian","hosts j vix exodian",1,"other",""
"novelty-wrestling","novelty wrestling",1,"other",""
"campy-entertainment","campy entertainment",1,"other",""
"youth 17-24","youth 17 24",1,"other",""
"scenic overlooks","scenic overlooks",1,"other",""
"cove forest","cove forest",1,"other",""
"loop route","loop route",1,"other",""
"winter hike","winter hike",1,"other",""
"narrow trail","narrow trail",1,"other",""
"rocky and rooty","rocky and rooty",1,"other",""
"dogs on leash","dogs on leash",1,"other",""
"paced group 2.7-2.9 mph","paced group 2.7 2.9 mph",1,"other",""
"skinny beats","skinny beats",1,"other",""
"yaku beat","yaku beat",1,"other",""
"casual meet-up","casual meet up",1,"other",""
"valentines","valentines",1,"other",""
"cookie decorating","cookie decorating",1,"other",""
"supplies included","supplies included",1,"other",""
"practice-session","practice session",1,"other",""
"rosicrucian","rosicrucian",1,"other",""
"esoteric","esoteric",1,"other",""
"bring-instruments","bring instruments",1,"other",""
"concert tour","concert tour",1,"other",""
"running relay","running relay",1,"other",""
"team challenge","team challenge",1,"other",""
"long distance","long distance",1,"other",""
"scenic route","scenic route",1,"other",""
"college event","college event",1,"other",""
"moms-only","moms only",1,"other",""
"certification exam prep","certification exam prep",1,"other",""
"instructor-led bootcamp","instructor led bootcamp",1,"other",""
"annual meeting","annual meeting",1,"other",""
"trail advocacy","trail advocacy",1,"other",""
"community-organizations","community organizations",1,"other",""
"secret-location","secret location",1,"other",""
"surprise-lineup","surprise lineup",1,"other",""
"sober-inclusive","sober inclusive",1,"other",""
"inspirational","inspirational",1,"other",""
"classical","classical",1,"other",""
"symphony","symphony",1,"other",""
"scottish-themed","scottish themed",1,"other",""
"overnight-package","overnight package",1,"other",""
"one-bedroom-cabin","one bedroom cabin",1,"other",""
"outdoor-spectacle","outdoor spectacle",1,"other",""
"spiritual-reflection","spiritual reflection",1,"other",""
"new-year-resolution","new year resolution",1,"other",""
"pickle-drop","pickle drop",1,"other",""
"creativity journaling","creativity journaling",1,"other",""
"songwriting","songwriting",1,"other",""
"creative process","creative process",1,"other",""
"administrative","administrative",1,"other",""
"virtual networking","virtual networking",1,"other",""
"monthly in-person","monthly in person",1,"other",""
"business referrals","business referrals",1,"other",""
"sensory-immersion","sensory immersion",1,"other",""
"somatic-experience","somatic experience",1,"other",""
"themed drinks","themed drinks",1,"other",""
"sunday social","sunday social",1,"other",""
"ages 17-24","ages 17 24",1,"other",""
"lgbtq+ youth","lgbtq+ youth",1,"other",""
"outdoor light trail","outdoor light trail",1,"other",""
"festive photo ops","festive photo ops",1,"other",""
"evening strolls","evening strolls",1,"other",""
"mind-detox","mind detox",1,"other",""
"spiritual-self-care","spiritual self care",1,"other",""
"gluten-free","gluten free",1,"other",""
"re-entry","re entry",1,"other",""
"simulation","simulation",1,"other",""
"returning citizens","returning citizens",1,"other",""
"service-provider training","service provider training",1,"other",""
"light lunch","light lunch",1,"other",""
"country-americana","country americana",1,"other",""
"fiddle-led","fiddle led",1,"other",""
"dive-bar country","dive bar country",1,"other",""
"sapphic women's event","sapphic women's event",1,"other",""
"bar basement venue","bar basement venue",1,"other",""
"senior living","senior living",1,"other",""
"panel discussion","panel discussion",1,"other",""
"caregiver resources","caregiver resources",1,"other",""
"aging-in-place","aging in place",1,"other",""
"healthcare providers","healthcare providers",1,"other",""
"psychic circle","psychic circle",1,"other",""
"self-improvement","self improvement",1,"other",""
"book-study","book study",1,"other",""
"neptune-focused","neptune focused",1,"other",""
"birth-chart","birth chart",1,"other",""
"conversational spanish","conversational spanish",1,"other",""
"language practice","language practice",1,"other",""
"artisan demonstrations","artisan demonstrations",1,"other",""
"regional crafts","regional crafts",1,"other",""
"guild venue","guild venue",1,"other",""
"financial empowerment","financial empowerment",1,"other",""
"church-based meeting","church based meeting",1,"other",""
"singles-event","singles event",1,"other",""
"30s-40s-focus","30s 40s focus",1,"other",""
"card-reading","card reading",1,"other",""
"law of attraction","law of attraction",1,"other",""
"peer-led discussion","peer led discussion",1,"other",""
"practice exercises","practice exercises",1,"other",""
"lakefront","lakefront",1,"other",""
"rejuvenation","rejuvenation",1,"other",""
"coffee-shop","coffee shop",1,"other",""
"side-projects","side projects",1,"other",""
"bring-your-laptop","bring your laptop",1,"other",""
"birding","birding",1,"other",""
"easy hike","easy hike",1,"other",""
"boardwalk","boardwalk",1,"other",""
"business transparency","business transparency",1,"other",""
"financial education","financial education",1,"other",""
"Keller Williams Professionals","keller williams professionals",1,"other",""
"motorcycles","motorcycles",1,"other",""
"product reveal","product reveal",1,"other",""
"after-hours","after hours",1,"other",""
"dealership showroom","dealership showroom",1,"other",""
"enthusiast meetup","enthusiast meetup",1,"other",""
"70s","70s",1,"other",""
"80s","80s",1,"other",""
"90s","90s",1,"other",""
"retro dance party","retro dance party",1,"other",""
"luxury real estate","luxury real estate",1,"other",""
"market insights","market insights",1,"other",""
"panel discussions","panel discussions",1,"other",""
"industry networking","industry networking",1,"other",""
"career growth","career growth",1,"other",""
"audio engineering","audio engineering",1,"other",""
"tape recording","tape recording",1,"other",""
"music production workshop","music production workshop",1,"other",""
"studio event","studio event",1,"other",""
"reggae dj","reggae dj",1,"other",""
"wing specials","wing specials",1,"other",""
"angel channeling","angel channeling",1,"other",""
"spiritual awakening","spiritual awakening",1,"other",""
"energy transmission","energy transmission",1,"other",""
"group ceremony","group ceremony",1,"other",""
"metaphysical shop","metaphysical shop",1,"other",""
"children's concert","children's concert",1,"other",""
"dance-along","dance along",1,"other",""
"steep","steep",1,"other",""
"5-mile","5 mile",1,"other",""
"1000ft-elevation-gain","1000ft elevation gain",1,"other",""
"bear-sighting","bear sighting",1,"other",""
"stony trail","stony trail",1,"other",""
"creek and gorge views","creek and gorge views",1,"other",""
"group meetup","group meetup",1,"other",""
"platonic intimacy","platonic intimacy",1,"other",""
"non-sexual","non sexual",1,"other",""
"group cuddle","group cuddle",1,"other",""
"ticketed rsvp","ticketed rsvp",1,"other",""
"new years day walk","new years day walk",1,"other",""
"7km/10km","7km/10km",1,"other",""
"urban trail","urban trail",1,"other",""
"rsvp-requested","rsvp requested",1,"other",""
"hosted by honey (whogavethisbitchamic)","hosted by honey (whogavethisbitchamic)",1,"other",""
"late-night sing-along","late night sing along",1,"other",""
"low-pressure","low pressure",1,"other",""
"developer social","developer social",1,"other",""
"pub event","pub event",1,"other",""
"royal pines nc","royal pines nc",1,"other",""
"cold mountain","cold mountain",1,"other",""
"art loeb trail","art loeb trail",1,"other",""
"9.9 miles","9.9 miles",1,"other",""
"2840 ft gain","2840 ft gain",1,"other",""
"neurodivergent friendly","neurodivergent friendly",1,"other",""
"sensory exploration","sensory exploration",1,"other",""
"simon & garfunkel tribute","simon & garfunkel tribute",1,"other",""
"queer performance","queer performance",1,"other",""
"multimedia","multimedia",1,"other",""
"tens","tens",1,"other",""
"late-arrival pitcher policy","late arrival pitcher policy",1,"other",""
"open-air-bar","open air bar",1,"other",""
"craft-beer-venue","craft beer venue",1,"other",""
"bring-your-own-project","bring your own project",1,"other",""
"pie-shop meetup","pie shop meetup",1,"other",""
"queer-centered","queer centered",1,"other",""
"gentle movements","gentle movements",1,"other",""
"throwback dance party","throwback dance party",1,"other",""
"70s-90s hits","70s 90s hits",1,"other",""
"coffee-friendly","coffee friendly",1,"other",""
"self-empowerment","self empowerment",1,"other",""
"energy work","energy work",1,"other",""
"seance cans","seance cans",1,"other",""
"outdoor taproom","outdoor taproom",1,"other",""
"burning-bowl","burning bowl",1,"other",""
"white-stone-ceremony","white stone ceremony",1,"other",""
"intentions-setting","intentions setting",1,"other",""
"ritual-ceremony","ritual ceremony",1,"other",""
"nonprofit-studio","nonprofit studio",1,"other",""
"folk-pop","folk pop",1,"other",""
"themed-night","themed night",1,"other",""
"revolve","revolve",1,"other",""
"multiple sets","multiple sets",1,"other",""
"hot-seat","hot seat",1,"other",""
"shamanic meditation","shamanic meditation",1,"other",""
"facebook page","facebook page",1,"other",""
"global circle","global circle",1,"other",""
"extended run","extended run",1,"other",""
"social dance night","social dance night",1,"other",""
"experienced-friendly","experienced friendly",1,"other",""
"multi-band lineup","multi band lineup",1,"other",""
"tropical-infused","tropical infused",1,"other",""
"club-style-dj","club style dj",1,"other",""
"progressive banjo","progressive banjo",1,"other",""
"electric banjo","electric banjo",1,"other",""
"top 25 songs of 2025","top 25 songs of 2025",1,"other",""
"nye party","nye party",1,"other",""
"dance contests","dance contests",1,"other",""
"music trio","music trio",1,"other",""
"concentration","concentration",1,"other",""
"impromptu speaking","impromptu speaking",1,"other",""
"college-campus","college campus",1,"other",""
"king cake","king cake",1,"other",""
"crowning ceremony","crowning ceremony",1,"other",""
"late-night party","late night party",1,"other",""
"honky-tonk vinyl","honky tonk vinyl",1,"other",""
"8-piece band","8 piece band",1,"other",""
"jam-band influences","jam band influences",1,"other",""
"artists","artists",1,"other",""
"somatic-healing","somatic healing",1,"other",""
"sacred-space","sacred space",1,"other",""
"nu-metal","nu metal",1,"other",""
"costumed performance","costumed performance",1,"other",""
"dog friendly venue","dog friendly venue",1,"other",""
"artisan-foods","artisan foods",1,"other",""
"year-round-weekly","year round weekly",1,"other",""
"snap-double-accepted","snap double accepted",1,"other",""
"brewery-vendor-market","brewery vendor market",1,"other",""
"tom petty tribute","tom petty tribute",1,"other",""
"evening concert","evening concert",1,"other",""
"vinyl","vinyl",1,"other",""
"record-sharing","record sharing",1,"other",""
"listening-party","listening party",1,"other",""
"facilitated circle","facilitated circle",1,"other",""
"seance","seance",1,"other",""
"sundays","sundays",1,"other",""
"social media content","social media content",1,"other",""
"spiritual business","spiritual business",1,"other",""
"video marketing","video marketing",1,"other",""
"wood-pallets","wood pallets",1,"other",""
"prizes for top teams","prizes for top teams",1,"other",""
"taoism","taoism",1,"other",""
"bookstore meetup","bookstore meetup",1,"other",""
"organ trio","organ trio",1,"other",""
"straight-ahead jazz","straight ahead jazz",1,"other",""
"low-lit intimate venue","low lit intimate venue",1,"other",""
"hosted-by-j-vix-and-exodian-studios","hosted by j vix and exodian studios",1,"other",""
"interactive entertainment","interactive entertainment",1,"other",""
"bandleader","bandleader",1,"other",""
"30s-40s-friendly","30s 40s friendly",1,"other",""
"portable-crafts","portable crafts",1,"other",""
"social-crafting","social crafting",1,"other",""
"cocktail social","cocktail social",1,"other",""
"underground bar","underground bar",1,"other",""
"grooving rock","grooving rock",1,"other",""
"multi-generational","multi generational",1,"other",""
"drink deal","drink deal",1,"other",""
"musical duo","musical duo",1,"other",""
"adult friendly","adult friendly",1,"other",""
"first-timers","first timers",1,"other",""
"five-minute-stories","five minute stories",1,"other",""
"wooden pallets","wooden pallets",1,"other",""
"rotating live lineup","rotating live lineup",1,"other",""
"multiple nights weekly","multiple nights weekly",1,"other",""
"open sign-up","open sign up",1,"other",""
"short story discussion","short story discussion",1,"other",""
"am homes","am homes",1,"other",""
"adult themes","adult themes",1,"other",""
"cider-house meetup","cider house meetup",1,"other",""
"vocal workshop","vocal workshop",1,"other",""
"energy clearing","energy clearing",1,"other",""
"string trio","string trio",1,"other",""
"overdose prevention","overdose prevention",1,"other",""
"power-vinyasa","power vinyasa",1,"other",""
"wine bar set","wine bar set",1,"other",""
"evolutionary astrology","evolutionary astrology",1,"other",""
"celestial transits","celestial transits",1,"other",""
"community ritual","community ritual",1,"other",""
"vajrayana","vajrayana",1,"other",""
"dzogchen","dzogchen",1,"other",""
"buddhism","buddhism",1,"other",""
"online-classes","online classes",1,"other",""
"modular-curriculum","modular curriculum",1,"other",""
"hosted by kodey","hosted by kodey",1,"other",""
"women's group","women's group",1,"other",""
"religious venue","religious venue",1,"other",""
"mature audience","mature audience",1,"other",""
"casual nightlife","casual nightlife",1,"other",""
"pachakuti mesa tradition","pachakuti mesa tradition",1,"other",""
"virtual circle","virtual circle",1,"other",""
"practitioner-network","practitioner network",1,"other",""
"traditional session","traditional session",1,"other",""
"taproom trivia","taproom trivia",1,"other",""
"songwriting focus","songwriting focus",1,"other",""
"artists meetup","artists meetup",1,"other",""
"fire-safety","fire safety",1,"other",""
"e-911-center","e 911 center",1,"other",""
"childcare-provider-training","childcare provider training",1,"other",""
"blue-ridge-influenced","blue ridge influenced",1,"other",""
"sharing circle","sharing circle",1,"other",""
"private-home","private home",1,"other",""
"medieval themes","medieval themes",1,"other",""
"improv-friendly","improv friendly",1,"other",""
"retro-soul","retro soul",1,"other",""
"brass-band-funk","brass band funk",1,"other",""
"singer-songwriter-americana","singer songwriter americana",1,"other",""
"horn-driven","horn driven",1,"other",""
"quantum energy healing","quantum energy healing",1,"other",""
"spiritual alignment","spiritual alignment",1,"other",""
"soul-influenced","soul influenced",1,"other",""
"hot jazz","hot jazz",1,"other",""
"cocktail-bar show","cocktail bar show",1,"other",""
"birth-chart-recommended","birth chart recommended",1,"other",""
"music and spoken word","music and spoken word",1,"other",""
"signup at venue","signup at venue",1,"other",""
"local all-star musicians","local all star musicians",1,"other",""
"women entrepreneurs","women entrepreneurs",1,"other",""
"author talk","author talk",1,"other",""
"business coaching","business coaching",1,"other",""
"casual mixer","casual mixer",1,"other",""
"no-pressure","no pressure",1,"other",""
"evening social","evening social",1,"other",""
"fairview","fairview",1,"other",""
"cabaret-style","cabaret style",1,"other",""
"k-12 free entry","k 12 free entry",1,"other",""
"evening walk","evening walk",1,"other",""
"rain-or-shine","rain or shine",1,"other",""
"steely dan tribute","steely dan tribute",1,"other",""
"nostalgic 70s-80s","nostalgic 70s 80s",1,"other",""
"80s-themed","80s themed",1,"other",""
"djs","djs",1,"other",""
"benefit fundraiser","benefit fundraiser",1,"other",""
"15-minute sets","15 minute sets",1,"other",""
"theatrical play","theatrical play",1,"other",""
"asheville theater","asheville theater",1,"other",""
"pipe club","pipe club",1,"other",""
"cigar lounge","cigar lounge",1,"other",""
"inaugural","inaugural",1,"other",""
"holiday movies","holiday movies",1,"other",""
"winter market","winter market",1,"other",""
"bring-a-snack","bring a snack",1,"other",""
"pub-style trivia","pub style trivia",1,"other",""
"taproom atmosphere","taproom atmosphere",1,"other",""
"referral-focused","referral focused",1,"other",""
"casual lunch","casual lunch",1,"other",""
"horror themed","horror themed",1,"other",""
"psychedelic art","psychedelic art",1,"other",""
"analog synthesizer","analog synthesizer",1,"other",""
"quadraphonic","quadraphonic",1,"other",""
"swannanoa","swannanoa",1,"other",""
"extended exhibition","extended exhibition",1,"other",""
"church meeting","church meeting",1,"other",""
"sit-in friendly","sit in friendly",1,"other",""
"tabletop-cafe","tabletop cafe",1,"other",""
"men's championship","men's championship",1,"other",""
"conference tournament","conference tournament",1,"other",""
"weekly tournament","weekly tournament",1,"other",""
"recycled materials art","recycled materials art",1,"other",""
"dance-comedy","dance comedy",1,"other",""
"queer dance","queer dance",1,"other",""
"21plus","21plus",1,"other",""
"nature art","nature art",1,"other",""
"holistic practice","holistic practice",1,"other",""
"afternoon class","afternoon class",1,"other",""
"house music","house music",1,"other",""
"community theater venue","community theater venue",1,"other",""
"multi-genre music","multi genre music",1,"other",""
"monday nights","monday nights",1,"other",""
"dance groove","dance groove",1,"other",""
"musician collaboration","musician collaboration",1,"other",""
"casual mingling","casual mingling",1,"other",""
"tuesday nights","tuesday nights",1,"other",""
"senior center","senior center",1,"other",""
"activities","activities",1,"other",""
"western nc talent","western nc talent",1,"other",""
"lower stage","lower stage",1,"other",""
"casual trivia","casual trivia",1,"other",""
"barefoot practice","barefoot practice",1,"other",""
"healing-center","healing center",1,"other",""
"adult education","adult education",1,"other",""
"tabletop-club","tabletop club",1,"other",""
"dj-bridalpartibucardi","dj bridalpartibucardi",1,"other",""
"party","party",1,"other",""
"collector-showcase","collector showcase",1,"other",""
"literary-inspired","literary inspired",1,"other",""
"group ride","group ride",1,"other",""
"21+ night","21+ night",1,"other",""
"outdoor art trail","outdoor art trail",1,"other",""
"animal motifs","animal motifs",1,"other",""
"visual art exhibition","visual art exhibition",1,"other",""
"theme nights","theme nights",1,"other",""
"pashupa-led","pashupa led",1,"other",""
"classroom-training","classroom training",1,"other",""
"business-professional","business professional",1,"other",""
"spiritual-entrepreneurs","spiritual entrepreneurs",1,"other",""
"business-marketing","business marketing",1,"other",""
"mastermind-group","mastermind group",1,"other",""
"month-long pass","month long pass",1,"other",""
"movement series","movement series",1,"other",""
"studio-based","studio based",1,"other",""
"addiction-affected loved ones","addiction affected loved ones",1,"other",""
"picture rounds","picture rounds",1,"other",""
"weekly recurring","weekly recurring",1,"other",""
"symphony orchestra","symphony orchestra",1,"other",""
"masterworks series","masterworks series",1,"other",""
"rec league","rec league",1,"other",""
"highland brewing","highland brewing",1,"other",""
"adult league","adult league",1,"other",""
"rotating-hosts","rotating hosts",1,"other",""
"taproom music","taproom music",1,"other",""
"riddle rounds","riddle rounds",1,"other",""
"weekly wednesdays","weekly wednesdays",1,"other",""
"hi-wire gift cards","hi wire gift cards",1,"other",""
"literary event","literary event",1,"other",""
"lounge bar","lounge bar",1,"other",""
"vocal-led","vocal led",1,"other",""
"folk-influenced","folk influenced",1,"other",""
"debut ep","debut ep",1,"other",""
"mashup-monday","mashup monday",1,"other",""
"eclectic-covers","eclectic covers",1,"other",""
"franklin-keel","franklin keel",1,"other",""
"guest-musicians","guest musicians",1,"other",""
"winter-themed","winter themed",1,"other",""
"dance workshop","dance workshop",1,"other",""
"cultural dance","cultural dance",1,"other",""
"studio venue","studio venue",1,"other",""
"psychedelic integration","psychedelic integration",1,"other",""
"confidential support","confidential support",1,"other",""
"geek chic theme","geek chic theme",1,"other",""
"organ quartet","organ quartet",1,"other",""
"speakeasy vibe","speakeasy vibe",1,"other",""
"docent-led","docent led",1,"other",""
"no-reservation","no reservation",1,"other",""
"lively atmosphere","lively atmosphere",1,"other",""
"bookstore concert","bookstore concert",1,"other",""
"fleamarket","fleamarket",1,"other",""
"asheville artist","asheville artist",1,"other",""
"jamaican food","jamaican food",1,"other",""
"art raffle","art raffle",1,"other",""
"punk-rock vibe","punk rock vibe",1,"other",""
"theatrical","theatrical",1,"other",""
"homebrew campaign","homebrew campaign",1,"other",""
"roleplaying","roleplaying",1,"other",""
"locals-night","locals night",1,"other",""
"twinkling-lights","twinkling lights",1,"other",""
"taproom vibes","taproom vibes",1,"other",""
"arboretum workshop","arboretum workshop",1,"other",""
"by donation","by donation",1,"other",""
"weekday","weekday",1,"other",""
"kids and teens","kids and teens",1,"other",""
"piano recital","piano recital",1,"other",""
"symphony event","symphony event",1,"other",""
"stringband","stringband",1,"other",""
"genre-blending","genre blending",1,"other",""
"roots americana","roots americana",1,"other",""
"woodland-installation","woodland installation",1,"other",""
"literary","literary",1,"other",""
"lunar-and-solar-alignment","lunar and solar alignment",1,"other",""
"old-time string band","old time string band",1,"other",""
"church-meeting-space","church meeting space",1,"other",""
"pickup musicians","pickup musicians",1,"other",""
"bourbon specials","bourbon specials",1,"other",""
"taproom shows","taproom shows",1,"other",""
"weeknight lineup","weeknight lineup",1,"other",""
"ticketed events","ticketed events",1,"other",""
"improv-heavy","improv heavy",1,"other",""
"sobriety support","sobriety support",1,"other",""
"drop-in meeting","drop in meeting",1,"other",""
"rocksteady","rocksteady",1,"other",""
"weaverville studio","weaverville studio",1,"other",""
"open to musicians","open to musicians",1,"other",""
"folk-rock-blues","folk rock blues",1,"other",""
"acid jazz","acid jazz",1,"other",""
"afro beat","afro beat",1,"other",""
"break beat","break beat",1,"other",""
"touring artists","touring artists",1,"other",""
"beer garden venue","beer garden venue",1,"other",""
"fusion","fusion",1,"other",""
"craft-brewery","craft brewery",1,"other",""
"irish-pub","irish pub",1,"other",""
"celebrity performance","celebrity performance",1,"other",""
"musical comedy","musical comedy",1,"other",""
"in-studio","in studio",1,"other",""
"country western","country western",1,"other",""
"classic country","classic country",1,"other",""
"brasshouse","brasshouse",1,"other",""
"glass art","glass art",1,"other",""
"photography","photography",1,"other",""
"dj showcase","dj showcase",1,"other",""
"turntables","turntables",1,"other",""
"improvised","improvised",1,"other",""
"folk-inspired","folk inspired",1,"other",""
"pub-restaurant","pub restaurant",1,"other",""
"southern comfort food","southern comfort food",1,"other",""
"cash buy-in","cash buy in",1,"other",""
"visual round","visual round",1,"other",""
"hosted-by-grimm-morrison","hosted by grimm morrison",1,"other",""
"tai chi fan","tai chi fan",1,"other",""
"weapon forms","weapon forms",1,"other",""
"regional-legacy","regional legacy",1,"other",""
"museum art","museum art",1,"other",""
"woodland sculptures","woodland sculptures",1,"other",""
"southern comfort","southern comfort",1,"other",""
"variety acts","variety acts",1,"other",""
"dambo trolls","dambo trolls",1,"other",""
"traditional bluegrass","traditional bluegrass",1,"other",""
"tight harmonies","tight harmonies",1,"other",""
"teams of up to six","teams of up to six",1,"other",""
"prizes for top, middle, and last","prizes for top, middle, and last",1,"other",""
"quantum field","quantum field",1,"other",""
"phuncle sam","phuncle sam",1,"other",""
"pick-up basketball","pick up basketball",1,"other",""
"thomas wolfe inspired","thomas wolfe inspired",1,"other",""
"evening music","evening music",1,"other",""
"sunday","sunday",1,"other",""
"plants","plants",1,"other",""
"mind-body movement","mind body movement",1,"other",""
"barefoot dance","barefoot dance",1,"other",""
"multi-session series","multi session series",1,"other",""
"yoga studio venue","yoga studio venue",1,"other",""
"troll sightings","troll sightings",1,"other",""
"asheville inspired","asheville inspired",1,"other",""
"early-bird meeting","early bird meeting",1,"other",""
"led by barbara","led by barbara",1,"other",""
"instrumental hip-hop","instrumental hip hop",1,"other",""
"aquarius season ritual","aquarius season ritual",1,"other",""
"relaxing atmosphere","relaxing atmosphere",1,"other",""
"funk music","funk music",1,"other",""
"new years eve party","new years eve party",1,"other",""
